Wall time,Step,Value
1743903219.352815,2048,-281.25
1743903320.5612085,4096,-266.0799865722656
1743903425.1887307,6144,-246.54794311523438
1743903531.5498807,8192,-233.0
1743903632.0449908,10240,-210.22999572753906
1743903730.662974,12288,-192.14999389648438
1743903821.6179543,14336,-163.2100067138672
1743903931.5075257,16384,-141.99000549316406
1743904025.7231584,18432,-108.1500015258789
1743904123.4368596,20480,-73.81999969482422
1743904220.2174551,22528,-38.880001068115234
1743904315.711938,24576,-10.0
1743904406.8231714,26624,7.960000038146973
1743904498.7936249,28672,31.690000534057617
1743904586.7366457,30720,63.66999816894531
1743904667.2125778,32768,90.69999694824219
1743904743.0783353,34816,91.79000091552734
1743904807.3383465,36864,105.2699966430664
1743904876.5138977,38912,122.30000305175781
1743904945.7415586,40960,139.00999450683594
1743905015.232102,43008,164.30999755859375
1743905081.4428654,45056,189.44000244140625
1743905148.3123536,47104,202.22000122070312
1743905217.967116,49152,219.8300018310547
1743905283.4647613,51200,250.35000610351562
1743905354.448866,53248,268.95001220703125
1743905419.2891712,55296,307.0400085449219
1743905483.6708596,57344,332.4200134277344
1743905551.8654652,59392,359.6600036621094
1743905631.1337852,61440,377.55999755859375
1743905710.2050514,63488,393.6099853515625
1743905798.2746274,65536,393.0
1743905880.3822145,67584,415.25
1743905960.6604908,69632,416.75
1743906044.2259333,71680,433.5299987792969
1743906122.286774,73728,445.45001220703125
1743906213.2083716,75776,399.6199951171875
1743906295.3734624,77824,382.3800048828125
1743906382.4850094,79872,347.989990234375
1743906461.9407084,81920,341.1700134277344
1743906546.7395682,83968,294.4200134277344
1743906613.2794166,86016,251.44000244140625
1743906683.292128,88064,245.39999389648438
1743906750.6506195,90112,234.50999450683594
1743906816.5881557,92160,238.66000366210938
1743906885.704326,94208,241.52000427246094
1743906946.8430998,96256,248.6199951171875
1743907014.9323943,98304,241.8699951171875
1743907080.275367,100352,225.7899932861328
1743907147.6305995,102400,241.30999755859375
1743907215.1500597,104448,265.1300048828125
1743907281.451692,106496,255.69000244140625
1743907363.6357005,108544,281.3800048828125
1743907454.7668855,110592,279.4200134277344
1743907541.4291232,112640,289.6300048828125
1743907632.7971354,114688,298.80999755859375
1743907728.0500512,116736,304.0400085449219
1743907821.1291335,118784,312.1000061035156
1743907918.0241132,120832,303.79998779296875
1743908012.7881763,122880,309.1199951171875
1743908108.0688214,124928,316.2099914550781
1743908205.7480257,126976,294.5299987792969
1743908298.6052253,129024,307.010009765625
1743908398.0310328,131072,306.17999267578125
1743908490.5834064,133120,315.54998779296875
1743908579.8067248,135168,332.6099853515625
1743908669.3814871,137216,334.4100036621094
1743908760.3808627,139264,349.2900085449219
1743908851.055869,141312,375.57000732421875
1743908942.4564278,143360,393.45001220703125
1743909036.6952784,145408,387.7900085449219
1743909121.3654137,147456,397.05999755859375
1743909189.5059974,149504,403.0199890136719
1743909276.4220347,151552,417.4100036621094
1743909369.8948839,153600,410.7099914550781
1743909465.645153,155648,401.0199890136719
1743909567.658803,157696,401.9100036621094
1743909661.321433,159744,389.4800109863281
1743909753.2184753,161792,403.2300109863281
1743909846.1243913,163840,411.1600036621094
1743909936.6039143,165888,401.44000244140625
1743910012.1705422,167936,418.3500061035156
1743910087.8000338,169984,409.7099914550781
1743910171.1365173,172032,392.95001220703125
1743910261.243583,174080,378.8900146484375
1743910361.3454843,176128,352.3800048828125
1743910461.0039625,178176,317.8800048828125
1743910567.2441113,180224,301.44000244140625
1743910667.4512908,182272,313.2799987792969
1743910764.7507818,184320,311.55999755859375
1743910866.2846894,186368,306.5299987792969
1743910948.926744,188416,311.3999938964844
1743911046.3138616,190464,283.32000732421875
1743911139.125587,192512,299.760009765625
1743911241.714264,194560,295.45001220703125
1743911343.532633,196608,273.8599853515625
1743911440.4439094,198656,279.8699951171875
1743911535.377854,200704,272.3399963378906
1743911628.252599,202752,278.6099853515625
1743911693.014972,204800,286.2699890136719
1743911765.221989,206848,308.29998779296875
1743911836.6582272,208896,321.1300048828125
1743911907.6142514,210944,341.5
1743911977.034927,212992,349.6700134277344
1743912045.9074962,215040,353.2200012207031
1743912112.5958304,217088,366.6600036621094
1743912182.0249093,219136,377.2799987792969
1743912249.4458659,221184,383.25
1743912307.456241,223232,410.9100036621094
1743912379.9331152,225280,419.3999938964844
1743912439.7736964,227328,421.0
1743912499.5774612,229376,434.1000061035156
